control_key,status,observed,source,line,tag,id,text,onclick,panel
#govUserDenyMcpInput,NOT_INTERACTED,True,browser,,INPUT,govUserDenyMcpInput,,,
#govUserDenyModelsBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyModelsBox,,(function(i){if(i)i.focus();})($('govUserDenyModelsInput')),
#govUserDenyModelsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyModelsInput,,,
#govUserDenyPermissionsBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyPermissionsBox,,(function(i){if(i)i.focus();})($('govUserDenyPermissionsInput')),
#govUserDenyPermissionsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyPermissionsInput,,,
#govUserDenyProfilesBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyProfilesBox,,(function(i){if(i)i.focus();})($('govUserDenyProfilesInput')),
#govUserDenyProfilesInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyProfilesInput,,,
#govUserDenyProvidersBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyProvidersBox,,(function(i){if(i)i.focus();})($('govUserDenyProvidersInput')),
#govUserDenyProvidersInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyProvidersInput,,,
#govUserDenyRoutesBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyRoutesBox,,(function(i){if(i)i.focus();})($('govUserDenyRoutesInput')),
#govUserDenyRoutesInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyRoutesInput,,,
#govUserDenySettingsReadBox,NOT_INTERACTED,True,browser,,DIV,govUserDenySettingsReadBox,,(function(i){if(i)i.focus();})($('govUserDenySettingsReadInput')),
#govUserDenySettingsReadInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenySettingsReadInput,,,
#govUserDenySettingsWriteBox,NOT_INTERACTED,True,browser,,DIV,govUserDenySettingsWriteBox,,(function(i){if(i)i.focus();})($('govUserDenySettingsWriteInput')),
#govUserDenySettingsWriteInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenySettingsWriteInput,,,
#govUserDenySkillsBox,NOT_INTERACTED,True,browser,,DIV,govUserDenySkillsBox,,(function(i){if(i)i.focus();})($('govUserDenySkillsInput')),
#govUserDenySkillsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenySkillsInput,,,
#govUserDenySkillsManageBox,NOT_INTERACTED,True,browser,,DIV,govUserDenySkillsManageBox,,(function(i){if(i)i.focus();})($('govUserDenySkillsManageInput')),
#govUserDenySkillsManageInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenySkillsManageInput,,,
#govUserDenyToolsBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyToolsBox,,(function(i){if(i)i.focus();})($('govUserDenyToolsInput')),
#govUserDenyToolsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyToolsInput,,,
#govUserDenyToolsetsBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyToolsetsBox,,(function(i){if(i)i.focus();})($('govUserDenyToolsetsInput')),
#govUserDenyToolsetsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyToolsetsInput,,,
#govUserDenyWorkdirsBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyWorkdirsBox,,(function(i){if(i)i.focus();})($('govUserDenyWorkdirsInput')),
#govUserDenyWorkdirsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyWorkdirsInput,,,
#govUserDenyWorkspacesBox,NOT_INTERACTED,True,browser,,DIV,govUserDenyWorkspacesBox,,(function(i){if(i)i.focus();})($('govUserDenyWorkspacesInput')),
#govUserDenyWorkspacesInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserDenyWorkspacesInput,,,
#govUserEmail,INTERACTED_IN_PASSING_TEST,True,static/governance.js,237,INPUT,govUserEmail,,,
#govUserGrantEnvironmentBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantEnvironmentBox,,(function(i){if(i)i.focus();})($('govUserGrantEnvironmentInput')),
#govUserGrantEnvironmentInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantEnvironmentInput,,,
#govUserGrantFilesReadBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantFilesReadBox,,(function(i){if(i)i.focus();})($('govUserGrantFilesReadInput')),
#govUserGrantFilesReadInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantFilesReadInput,,,
#govUserGrantFilesWriteBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantFilesWriteBox,,(function(i){if(i)i.focus();})($('govUserGrantFilesWriteInput')),
#govUserGrantFilesWriteInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantFilesWriteInput,,,
#govUserGrantModelsBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantModelsBox,,(function(i){if(i)i.focus();})($('govUserGrantModelsInput')),
#govUserGrantModelsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantModelsInput,,,
#govUserGrantPermissionsBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantPermissionsBox,,(function(i){if(i)i.focus();})($('govUserGrantPermissionsInput')),
#govUserGrantPermissionsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantPermissionsInput,,,
#govUserGrantProfilesBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantProfilesBox,,(function(i){if(i)i.focus();})($('govUserGrantProfilesInput')),
#govUserGrantProfilesInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantProfilesInput,,,
#govUserGrantProvidersBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantProvidersBox,,(function(i){if(i)i.focus();})($('govUserGrantProvidersInput')),
#govUserGrantProvidersInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantProvidersInput,,,
#govUserGrantRoutesBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantRoutesBox,,(function(i){if(i)i.focus();})($('govUserGrantRoutesInput')),
#govUserGrantRoutesInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantRoutesInput,,,
#govUserGrantSettingsReadBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantSettingsReadBox,,(function(i){if(i)i.focus();})($('govUserGrantSettingsReadInput')),
#govUserGrantSettingsReadInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantSettingsReadInput,,,
#govUserGrantSettingsWriteBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantSettingsWriteBox,,(function(i){if(i)i.focus();})($('govUserGrantSettingsWriteInput')),
#govUserGrantSettingsWriteInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantSettingsWriteInput,,,
#govUserGrantToolsBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantToolsBox,,(function(i){if(i)i.focus();})($('govUserGrantToolsInput')),
#govUserGrantToolsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantToolsInput,,,
#govUserGrantToolsetsBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantToolsetsBox,,(function(i){if(i)i.focus();})($('govUserGrantToolsetsInput')),
#govUserGrantToolsetsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantToolsetsInput,,,
#govUserGrantWorkdirsBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantWorkdirsBox,,(function(i){if(i)i.focus();})($('govUserGrantWorkdirsInput')),
#govUserGrantWorkdirsInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantWorkdirsInput,,,
#govUserGrantWorkspacesBox,NOT_INTERACTED,True,browser,,DIV,govUserGrantWorkspacesBox,,(function(i){if(i)i.focus();})($('govUserGrantWorkspacesInput')),
#govUserGrantWorkspacesInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGrantWorkspacesInput,,,
#govUserGroupsSelBox,NOT_INTERACTED,True,browser,,DIV,govUserGroupsSelBox,,(function(i){if(i)i.focus();})($('govUserGroupsSelInput')),
#govUserGroupsSelInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserGroupsSelInput,,,
#govUserMcpServersBox,NOT_INTERACTED,True,browser,,DIV,govUserMcpServersBox,,(function(i){if(i)i.focus();})($('govUserMcpServersInput')),
#govUserMcpServersInput,NOT_INTERACTED,True,browser,,INPUT,govUserMcpServersInput,,,
#govUserRolesSelBox,NOT_INTERACTED,True,browser,,DIV,govUserRolesSelBox,,(function(i){if(i)i.focus();})($('govUserRolesSelInput')),
#govUserRolesSelInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserRolesSelInput,,,
#govUserSave,INTERACTED_IN_PASSING_TEST,True,static/governance.js,270,BUTTON,govUserSave,,_govSaveUser(),
#govUserSkillsLoadBox,NOT_INTERACTED,True,browser,,DIV,govUserSkillsLoadBox,,(function(i){if(i)i.focus();})($('govUserSkillsLoadInput')),
#govUserSkillsLoadInput,NOT_INTERACTED,True,browser,,INPUT,govUserSkillsLoadInput,,,
#govUserSkillsManageBox,NOT_INTERACTED,True,browser,,DIV,govUserSkillsManageBox,,(function(i){if(i)i.focus();})($('govUserSkillsManageInput')),
#govUserSkillsManageInput,NOT_INTERACTED,True,browser,,INPUT,govUserSkillsManageInput,,,
#govUserSkillsViewBox,NOT_INTERACTED,True,browser,,DIV,govUserSkillsViewBox,,(function(i){if(i)i.focus();})($('govUserSkillsViewInput')),
#govUserSkillsViewInput,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govUserSkillsViewInput,,,
#govWsMembers_0,NOT_INTERACTED,True,browser,,INPUT,govWsMembers_0,,,
#govWsMembers_1,NOT_INTERACTED,True,browser,,INPUT,govWsMembers_1,,,
#govWsMembers_2,NOT_INTERACTED,True,browser,,INPUT,govWsMembers_2,,,
#govWsMembers_3,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govWsMembers_3,,,
#govWsOwner_0,NOT_INTERACTED,True,browser,,INPUT,govWsOwner_0,,,
#govWsOwner_1,NOT_INTERACTED,True,browser,,INPUT,govWsOwner_1,,,
#govWsOwner_2,NOT_INTERACTED,True,browser,,INPUT,govWsOwner_2,,,
#govWsOwner_3,INTERACTED_IN_PASSING_TEST,True,browser,,INPUT,govWsOwner_3,,,
#govWsUserFilter,INTERACTED_IN_PASSING_TEST,True,static/governance.js,1295,INPUT,govWsUserFilter,,,
#governanceRefreshBtn,NOT_INTERACTED,True,static/index.html,369,BUTTON,governanceRefreshBtn,,loadGovernance(),
#groupPeopleFilter,NOT_INTERACTED,False,static/index.html,1981,INPUT,groupPeopleFilter,,,
#groupPeopleModalSubmit,INTERACTED_IN_PASSING_TEST,False,static/index.html,1987,BUTTON,groupPeopleModalSubmit,,submitGroupPeoplePicker(),
#importFileInput,INTERACTED_IN_PASSING_TEST,False,static/index.html,1101,INPUT,importFileInput,,,
#insightsPeriod,INTERACTED_IN_PASSING_TEST,True,static/index.html,291,SELECT,insightsPeriod,,,
#insightsRefreshBtn,INTERACTED_IN_PASSING_TEST,True,static/index.html,287,BUTTON,insightsRefreshBtn,,loadInsights(true),
#integrationsRefreshBtn,NOT_INTERACTED,True,static/index.html,379,BUTTON,integrationsRefreshBtn,,loadIntegrations(),
#intgSearch,NOT_INTERACTED,True,static/index.html,1068,INPUT,intgSearch,,,
#jumpToSessionStartBtn,NOT_INTERACTED,False,static/index.html,465,BUTTON,jumpToSessionStartBtn,,jumpToSessionStart(),
#kanbanAssigneeFilter,INTERACTED_IN_PASSING_TEST,True,static/index.html,238,SELECT,kanbanAssigneeFilter,,,
#kanbanBoardModalColor,INTERACTED_IN_PASSING_TEST,False,static/index.html,2015,INPUT,kanbanBoardModalColor,,,
#kanbanBoardModalDesc,INTERACTED_IN_PASSING_TEST,False,static/index.html,2006,TEXTAREA,kanbanBoardModalDesc,,,
#kanbanBoardModalIcon,INTERACTED_IN_PASSING_TEST,False,static/index.html,2011,INPUT,kanbanBoardModalIcon,,,
#kanbanBoardModalName,INTERACTED_IN_PASSING_TEST,False,static/index.html,1998,INPUT,kanbanBoardModalName,,,
#kanbanBoardModalSlugInput,INTERACTED_IN_PASSING_TEST,False,static/index.html,2002,INPUT,kanbanBoardModalSlugInput,,,
#kanbanBoardModalSubmit,INTERACTED_IN_PASSING_TEST,False,static/index.html,2021,BUTTON,kanbanBoardModalSubmit,,submitKanbanBoardModal(),
#kanbanBoardSwitcherToggle,INTERACTED_IN_PASSING_TEST,True,static/index.html,891,BUTTON,kanbanBoardSwitcherToggle,,toggleKanbanBoardMenu(event),
#kanbanBulkStatus,INTERACTED_IN_PASSING_TEST,True,static/index.html,244,SELECT,kanbanBulkStatus,,,
#kanbanCommentInput,INTERACTED_IN_PASSING_TEST,False,static/panels.js,3759,TEXTAREA,kanbanCommentInput,,,
#kanbanDependencyInput,INTERACTED_IN_PASSING_TEST,False,static/panels.js,3111,INPUT,kanbanDependencyInput,,,
#kanbanIncludeArchived,INTERACTED_IN_PASSING_TEST,True,static/index.html,240,INPUT,kanbanIncludeArchived,,,
#kanbanNewTaskBtn,INTERACTED_IN_PASSING_TEST,True,static/index.html,232,BUTTON,kanbanNewTaskBtn,,openKanbanCreate(),
#kanbanNewTaskTitle,NOT_INTERACTED,True,static/index.html,250,INPUT,kanbanNewTaskTitle,,,
#kanbanOnlyMine,INTERACTED_IN_PASSING_TEST,True,static/index.html,241,INPUT,kanbanOnlyMine,,,
#kanbanRefreshBtn,INTERACTED_IN_PASSING_TEST,True,static/index.html,233,BUTTON,kanbanRefreshBtn,,loadKanban(true),
#kanbanSearch,INTERACTED_IN_PASSING_TEST,True,static/index.html,237,INPUT,kanbanSearch,,,
#kanbanTaskModalAssignee,INTERACTED_IN_PASSING_TEST,False,static/index.html,2055,SELECT,kanbanTaskModalAssignee,,,
#kanbanTaskModalBody,INTERACTED_IN_PASSING_TEST,False,static/index.html,2035,TEXTAREA,kanbanTaskModalBody,,,
#kanbanTaskModalMaxRuntimeSeconds,NOT_INTERACTED,False,static/index.html,2084,INPUT,kanbanTaskModalMaxRuntimeSeconds,,,
#kanbanTaskModalParents,NOT_INTERACTED,False,static/index.html,2089,INPUT,kanbanTaskModalParents,,,
#kanbanTaskModalPriority,INTERACTED_IN_PASSING_TEST,False,static/index.html,2049,INPUT,kanbanTaskModalPriority,,,
#kanbanTaskModalSkills,NOT_INTERACTED,False,static/index.html,2080,INPUT,kanbanTaskModalSkills,,,
#kanbanTaskModalStatus,INTERACTED_IN_PASSING_TEST,False,static/index.html,2041,SELECT,kanbanTaskModalStatus,,,
#kanbanTaskModalSubmit,INTERACTED_IN_PASSING_TEST,False,static/index.html,2095,BUTTON,kanbanTaskModalSubmit,,submitKanbanTaskModal(),
#kanbanTaskModalTenant,INTERACTED_IN_PASSING_TEST,False,static/index.html,2062,INPUT,kanbanTaskModalTenant,,,
#kanbanTaskModalTitleInput,INTERACTED_IN_PASSING_TEST,False,static/index.html,2031,INPUT,kanbanTaskModalTitleInput,,,
#kanbanTaskModalWorkspaceKind,NOT_INTERACTED,False,static/index.html,2067,SELECT,kanbanTaskModalWorkspaceKind,,,
#kanbanTaskModalWorkspacePath,NOT_INTERACTED,False,static/index.html,2075,INPUT,kanbanTaskModalWorkspacePath,,,
#kanbanTenantFilter,INTERACTED_IN_PASSING_TEST,True,static/index.html,239,SELECT,kanbanTenantFilter,,,
#logsAutoRefresh,INTERACTED_IN_PASSING_TEST,True,static/index.html,359,INPUT,logsAutoRefresh,,,
#logsCopyAll,INTERACTED_IN_PASSING_TEST,True,static/index.html,361,BUTTON,logsCopyAll,,copyLogsAll(),
#logsFile,INTERACTED_IN_PASSING_TEST,True,static/index.html,341,SELECT,logsFile,,,
#logsRefreshBtn,INTERACTED_IN_PASSING_TEST,True,static/index.html,336,BUTTON,logsRefreshBtn,,loadLogs(true),
#logsSeverityFilter,INTERACTED_IN_PASSING_TEST,True,static/index.html,354,SELECT,logsSeverityFilter,,,
#logsTail,INTERACTED_IN_PASSING_TEST,True,static/index.html,347,SELECT,logsTail,,,
#logsWrap,INTERACTED_IN_PASSING_TEST,True,static/index.html,360,INPUT,logsWrap,,,
#mainAdvancedBtn,INTERACTED_IN_PASSING_TEST,True,static/index.html,1309,BUTTON,mainAdvancedBtn,,,
#mcpToolSearch,INTERACTED_IN_PASSING_TEST,True,static/index.html,1807,INPUT,mcpToolSearch,,,
#memEditContent,INTERACTED_IN_PASSING_TEST,False,static/panels.js,5446,TEXTAREA,memEditContent,,,
#modelSelect,NOT_INTERACTED,True,static/index.html,699,SELECT,modelSelect,,,
#msg,INTERACTED_IN_PASSING_TEST,True,static/index.html,637,TEXTAREA,msg,,,
#notificationPermissionButton,NOT_INTERACTED,True,static/index.html,1434,BUTTON,notificationPermissionButton,,requestNotificationPermission(),
#offlineCheckNow,NOT_INTERACTED,False,static/index.html,503,BUTTON,offlineCheckNow,,checkOfflineRecoveryNow(),
#onboardingApiKeyInput,NOT_INTERACTED,False,static/onboarding.js,204,INPUT,onboardingApiKeyInput,,,
#onboardingBackBtn,NOT_INTERACTED,False,static/index.html,1920,BUTTON,onboardingBackBtn,,prevOnboardingStep(),
#onboardingBaseUrlInput,NOT_INTERACTED,False,static/onboarding.js,185,INPUT,onboardingBaseUrlInput,,,
#onboardingModelInput,NOT_INTERACTED,False,static/onboarding.js,214,INPUT,onboardingModelInput,,,
#onboardingModelSelect,NOT_INTERACTED,False,static/onboarding.js,220,SELECT,onboardingModelSelect,,,
#onboardingNextBtn,NOT_INTERACTED,False,static/index.html,1922,BUTTON,onboardingNextBtn,,nextOnboardingStep(),
#onboardingPasswordInput,NOT_INTERACTED,False,static/onboarding.js,405,INPUT,onboardingPasswordInput,,,
#onboardingProviderSelect,NOT_INTERACTED,False,static/onboarding.js,319,SELECT,onboardingProviderSelect,,,
#onboardingSkipBtn,NOT_INTERACTED,False,static/index.html,1921,BUTTON,onboardingSkipBtn,,skipOnboarding(),
#onboardingWorkspaceInput,NOT_INTERACTED,False,static/onboarding.js,372,INPUT,onboardingWorkspaceInput,,,
#onboardingWorkspaceSelect,NOT_INTERACTED,False,static/onboarding.js,368,SELECT,onboardingWorkspaceSelect,,,
#outlineToggleBtn,NOT_INTERACTED,False,static/index.html,467,BUTTON,outlineToggleBtn,,toggleOutlinePanel(),
#passkey-login,INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
#previewEditArea,INTERACTED_IN_PASSING_TEST,False,static/index.html,1903,TEXTAREA,previewEditArea,,,
#profileChip,NOT_INTERACTED,True,static/index.html,673,BUTTON,profileChip,,toggleProfileDropdown(),
#projArchiveTeam,NOT_INTERACTED,False,static/projects.js,297,BUTTON,projArchiveTeam,,,
#projCreateButton,INTERACTED_IN_PASSING_TEST,True,static/projects.js,94,BUTTON,projCreateButton,,_projCreateShared(),
#projNewName,INTERACTED_IN_PASSING_TEST,True,static/projects.js,94,INPUT,projNewName,,,
#projPeopleSearch,NOT_INTERACTED,False,static/projects.js,295,INPUT,projPeopleSearch,,,
#projSaveTeam,INTERACTED_IN_PASSING_TEST,False,static/projects.js,297,BUTTON,projSaveTeam,,,
#projStartChat,NOT_INTERACTED,False,static/projects.js,299,BUTTON,projStartChat,,,
#projUpload,NOT_INTERACTED,False,static/projects.js,300,INPUT,projUpload,,,
#providerQuotaChip,NOT_INTERACTED,False,static/index.html,721,BUTTON,providerQuotaChip,,switchPanel('settings');switchSettingsSection('providers'),
#pw,INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
#queuePill,NOT_INTERACTED,False,static/index.html,612,BUTTON,queuePill,,,
#railExpandToggle,INTERACTED_IN_PASSING_TEST,True,static/index.html,171,BUTTON,railExpandToggle,,toggleRailExpanded(),
#realtimeVoiceEnd,INTERACTED_IN_PASSING_TEST,True,static/index.html,628,BUTTON,realtimeVoiceEnd,,,
#realtimeVoiceHold,INTERACTED_IN_PASSING_TEST,True,static/index.html,625,BUTTON,realtimeVoiceHold,,,
#realtimeVoiceInterrupt,INTERACTED_IN_PASSING_TEST,True,static/index.html,627,BUTTON,realtimeVoiceInterrupt,,,
#realtimeVoiceMic,INTERACTED_IN_PASSING_TEST,True,static/index.html,626,BUTTON,realtimeVoiceMic,,,
#scrollToBottomBtn,NOT_INTERACTED,False,static/index.html,466,BUTTON,scrollToBottomBtn,,scrollToBottom(),
#sessionSearch,INTERACTED_IN_PASSING_TEST,True,static/index.html,212,INPUT,sessionSearch,,,
#sessionSearchClear,INTERACTED_IN_PASSING_TEST,False,static/index.html,212,BUTTON,sessionSearchClear,,clearSessionSearch(),
#settingsAdvancedChatControls,NOT_INTERACTED,False,static/index.html,1284,INPUT,settingsAdvancedChatControls,,,
#settingsApiRedact,NOT_INTERACTED,True,static/index.html,1489,INPUT,settingsApiRedact,,,
#settingsAuthDisabledAck,NOT_INTERACTED,False,static/index.html,1760,INPUT,settingsAuthDisabledAck,,,
#settingsAutoScrollFollow,INTERACTED_IN_PASSING_TEST,True,static/index.html,1225,INPUT,settingsAutoScrollFollow,,,
#settingsAutoTitleRefresh,INTERACTED_IN_PASSING_TEST,True,static/index.html,1509,SELECT,settingsAutoTitleRefresh,,,
#settingsBotName,INTERACTED_IN_PASSING_TEST,True,static/index.html,1614,INPUT,settingsBotName,,,
#settingsChatActivityDisplayMode,NOT_INTERACTED,False,static/index.html,1211,SELECT,settingsChatActivityDisplayMode,,,
#settingsCheckUpdates,NOT_INTERACTED,True,static/index.html,1584,INPUT,settingsCheckUpdates,,,
#settingsCurrentPassword,NOT_INTERACTED,True,static/index.html,1752,INPUT,settingsCurrentPassword,,,
#settingsDashboardMode,INTERACTED_IN_PASSING_TEST,True,static/index.html,1781,SELECT,settingsDashboardMode,,,
#settingsDashboardUrl,INTERACTED_IN_PASSING_TEST,True,static/index.html,1786,INPUT,settingsDashboardUrl,,,
#settingsDefaultMessageMode,INTERACTED_IN_PASSING_TEST,True,static/index.html,1519,SELECT,settingsDefaultMessageMode,,,
#settingsDictationAppend,NOT_INTERACTED,True,static/index.html,1400,INPUT,settingsDictationAppend,,,
#settingsFadeTextEffect,INTERACTED_IN_PASSING_TEST,True,static/index.html,1475,INPUT,settingsFadeTextEffect,,,
#settingsHideEmptyStatePanel,INTERACTED_IN_PASSING_TEST,True,static/index.html,1332,INPUT,settingsHideEmptyStatePanel,,,
#settingsHideSuggestions,INTERACTED_IN_PASSING_TEST,True,static/index.html,1325,INPUT,settingsHideSuggestions,,,
#settingsIgnoreAgentUpdates,NOT_INTERACTED,True,static/index.html,1599,INPUT,settingsIgnoreAgentUpdates,,,
#settingsLanguage,INTERACTED_IN_PASSING_TEST,True,static/index.html,1354,SELECT,settingsLanguage,,,
#settingsLargeTextPasteAsAttachment,INTERACTED_IN_PASSING_TEST,True,static/index.html,1239,INPUT,settingsLargeTextPasteAsAttachment,,,
#settingsMaxTokens,NOT_INTERACTED,True,static/index.html,1450,INPUT,settingsMaxTokens,,,
#settingsModel,NOT_INTERACTED,False,static/index.html,1308,SELECT,settingsModel,,,
#settingsModelChip,NOT_INTERACTED,True,static/index.html,1307,BUTTON,settingsModelChip,,,
#settingsNewChatOnWorkspaceSwitch,NOT_INTERACTED,True,static/index.html,1535,INPUT,settingsNewChatOnWorkspaceSwitch,,,
#settingsNotificationsEnabled,NOT_INTERACTED,True,static/index.html,1428,INPUT,settingsNotificationsEnabled,,,
#settingsPassword,NOT_INTERACTED,True,static/index.html,1749,INPUT,settingsPassword,,,
#settingsPinnedSessionsLimit,INTERACTED_IN_PASSING_TEST,True,static/index.html,1504,INPUT,settingsPinnedSessionsLimit,,,
#settingsProjectQuickCreate,INTERACTED_IN_PASSING_TEST,True,static/index.html,1246,INPUT,settingsProjectQuickCreate,,,
#settingsRawAudio,NOT_INTERACTED,True,static/index.html,1393,INPUT,settingsRawAudio,,,
#settingsRenderUserMarkdown,INTERACTED_IN_PASSING_TEST,True,static/index.html,1232,INPUT,settingsRenderUserMarkdown,,,
#settingsRtl,INTERACTED_IN_PASSING_TEST,True,static/index.html,1358,INPUT,settingsRtl,,,
#settingsSearch,INTERACTED_IN_PASSING_TEST,True,static/index.html,400,INPUT,settingsSearch,,,
#settingsSendKey,INTERACTED_IN_PASSING_TEST,True,static/index.html,1346,SELECT,settingsSendKey,,,
#settingsSessionEndlessScroll,INTERACTED_IN_PASSING_TEST,True,static/index.html,1193,INPUT,settingsSessionEndlessScroll,,,
#settingsSessionJumpButtons,INTERACTED_IN_PASSING_TEST,True,static/index.html,1186,INPUT,settingsSessionJumpButtons,,,
#settingsShowBusyPlaceholderHint,INTERACTED_IN_PASSING_TEST,True,static/index.html,1528,INPUT,settingsShowBusyPlaceholderHint,,,
#settingsShowClaudeCodeSessions,NOT_INTERACTED,True,static/index.html,1556,INPUT,settingsShowClaudeCodeSessions,,,
#settingsShowCliSessions,NOT_INTERACTED,True,static/index.html,1542,INPUT,settingsShowCliSessions,,,
#settingsShowConversationOutline,INTERACTED_IN_PASSING_TEST,True,static/index.html,1461,INPUT,settingsShowConversationOutline,,,
#settingsShowCronSessions,NOT_INTERACTED,True,static/index.html,1549,INPUT,settingsShowCronSessions,,,
#settingsShowPreviousMessagingSessions,NOT_INTERACTED,True,static/index.html,1570,INPUT,settingsShowPreviousMessagingSessions,,,
#settingsShowQuotaChip,INTERACTED_IN_PASSING_TEST,True,static/index.html,1454,INPUT,settingsShowQuotaChip,,,
#settingsShowTitlebarProfile,INTERACTED_IN_PASSING_TEST,True,static/index.html,1266,INPUT,settingsShowTitlebarProfile,,,
#settingsShowTokenUsage,INTERACTED_IN_PASSING_TEST,True,static/index.html,1442,INPUT,settingsShowTokenUsage,,,
#settingsShowTps,INTERACTED_IN_PASSING_TEST,True,static/index.html,1468,INPUT,settingsShowTps,,,
#settingsShowWebhookSessions,NOT_INTERACTED,True,static/index.html,1563,INPUT,settingsShowWebhookSessions,,,
#settingsSidebarDensity,INTERACTED_IN_PASSING_TEST,True,static/index.html,1496,SELECT,settingsSidebarDensity,,,
#settingsSoundEnabled,INTERACTED_IN_PASSING_TEST,True,static/index.html,1365,INPUT,settingsSoundEnabled,,,
#settingsStructuredCodeAutoLines,INTERACTED_IN_PASSING_TEST,True,static/index.html,1260,INPUT,settingsStructuredCodeAutoLines,,,
#settingsStructuredCodeMode,INTERACTED_IN_PASSING_TEST,True,static/index.html,1253,SELECT,settingsStructuredCodeMode,,,
#settingsSyncInsights,NOT_INTERACTED,True,static/index.html,1577,INPUT,settingsSyncInsights,,,
#settingsTerminalAutoExpand,INTERACTED_IN_PASSING_TEST,True,static/index.html,1482,INPUT,settingsTerminalAutoExpand,,,
#settingsTransparentEventTimestamps,INTERACTED_IN_PASSING_TEST,True,static/index.html,1218,INPUT,settingsTransparentEventTimestamps,,,
#settingsTtsAutoRead,NOT_INTERACTED,True,static/index.html,1379,INPUT,settingsTtsAutoRead,,,
#settingsTtsEnabled,NOT_INTERACTED,True,static/index.html,1372,INPUT,settingsTtsEnabled,,,
#settingsTtsEngine,NOT_INTERACTED,True,static/index.html,1406,SELECT,settingsTtsEngine,,,
#settingsTtsPitch,NOT_INTERACTED,True,static/index.html,1422,INPUT,settingsTtsPitch,,,
#settingsTtsRate,NOT_INTERACTED,True,static/index.html,1415,INPUT,settingsTtsRate,,,
#settingsTtsVoice,NOT_INTERACTED,True,static/index.html,1407,SELECT,settingsTtsVoice,,,
#settingsUpdateChannel,NOT_INTERACTED,True,static/index.html,1591,SELECT,settingsUpdateChannel,,,
#settingsVirtualizeTranscript,NOT_INTERACTED,True,static/index.html,1339,INPUT,settingsVirtualizeTranscript,,,
